edad,tipo_trabajo,estado_civil,nivel_educativo,incumplimiento_pago,saldo_promedio_anual,credito_hipotecario,credito_consumo,medio_contacto,dia_contacto,mes_contacto,duracion_contacto,num_contactos_campania,dias_desde_contacto_previo,num_contactos_previos,resultado_campania_previa,suscripcion_deposito
30,gerencia,soltero,superior,no,894.0,no,no,celular,12,agosto,312.0,6,-1.0,0,desconocido,no
47,gerencia,casado,secundaria,no,-1854.0,si,si,celular,12,agosto,388.0,2,-1.0,0,desconocido,no
37,desempleado,casado,secundaria,no,117.0,no,no,celular,12,agosto,144.0,4,-1.0,0,desconocido,no
58,gerencia,divorciado,superior,no,108.0,no,no,celular,12,agosto,231.0,4,-1.0,0,desconocido,no
38,tecnico,soltero,secundaria,no,382.0,si,no,celular,12,agosto,180.0,2,-1.0,0,desconocido,no
54,gerencia,casado,superior,no,1146.0,si,no,celular,12,agosto,205.0,2,-1.0,0,desconocido,no
44,empleada_hogar,casado,primaria,no,93.0,no,no,celular,12,agosto,163.0,2,-1.0,0,desconocido,no
43,empleada_hogar,casado,primaria,no,25.0,no,no,celular,12,agosto,121.0,2,-1.0,0,desconocido,no
57,gerencia,divorciado,superior,no,8897.0,si,no,celular,12,agosto,865.0,2,-1.0,0,desconocido,si
38,tecnico,soltero,superior,no,508.0,si,si,celular,12,agosto,1103.0,2,-1.0,0,desconocido,si
46,tecnico,casado,secundaria,no,190.0,si,no,celular,12,agosto,370.0,2,-1.0,0,desconocido,no
57,jubilado,casado,secundaria,no,2714.0,no,no,celular,12,agosto,106.0,2,-1.0,0,desconocido,no
41,tecnico,divorciado,secundaria,no,1631.0,si,no,celular,12,agosto,173.0,2,-1.0,0,desconocido,no
49,gerencia,casado,superior,no,579.0,no,no,celular,12,agosto,201.0,4,-1.0,0,desconocido,no
32,tecnico,soltero,superior,no,720.0,no,no,celular,12,agosto,234.0,4,-1.0,0,desconocido,no
38,tecnico,casado,superior,no,940.0,no,no,celular,12,agosto,191.0,7,-1.0,0,desconocido,no
31,tecnico,casado,superior,no,4089.0,no,no,celular,12,agosto,433.0,3,-1.0,0,desconocido,no
46,independiente,casado,secundaria,no,548.0,no,no,celular,12,agosto,1181.0,4,-1.0,0,desconocido,si
58,tecnico,casado,secundaria,no,175.0,no,no,celular,12,agosto,92.0,4,-1.0,0,desconocido,no
30,gerencia,casado,superior,no,1567.0,si,no,celular,12,agosto,1133.0,4,-1.0,0,desconocido,si
33,empleada_hogar,casado,primaria,no,209.0,no,no,celular,12,agosto,76.0,4,-1.0,0,desconocido,no
30,gerencia,soltero,superior,no,812.0,no,no,celular,12,agosto,91.0,4,-1.0,0,desconocido,no
45,,casado,secundaria,no,362.0,no,no,celular,12,agosto,536.0,4,-1.0,0,desconocido,no
54,tecnico,casado,secundaria,no,658.0,no,no,celular,12,agosto,398.0,4,-1.0,0,desconocido,no
35,tecnico,casado,superior,no,432.0,no,no,celular,12,agosto,104.0,8,-1.0,0,desconocido,no
49,gerencia,casado,superior,no,4751.0,no,no,celular,12,agosto,884.0,4,-1.0,0,desconocido,si
55,gerencia,casado,superior,no,134.0,no,no,celular,12,agosto,1650.0,16,-1.0,0,desconocido,no
45,,casado,superior,no,2552.0,no,no,celular,12,agosto,149.0,7,-1.0,0,desconocido,no
30,independiente,casado,secundaria,no,0.0,no,no,celular,12,agosto,297.0,3,-1.0,0,desconocido,no
52,tecnico,divorciado,secundaria,no,106.0,no,no,celular,12,agosto,193.0,4,-1.0,0,desconocido,no
54,obrero,casado,primaria,no,1849.0,no,no,celular,12,agosto,127.0,4,-1.0,0,desconocido,no
30,tecnico,soltero,superior,si,23.0,no,no,celular,12,agosto,72.0,4,-1.0,0,desconocido,no
42,independiente,casado,secundaria,no,487.0,si,no,telefono_fijo,12,agosto,58.0,4,-1.0,0,desconocido,no
38,tecnico,casado,secundaria,no,1478.0,no,no,celular,12,agosto,926.0,4,-1.0,0,desconocido,si
34,gerencia,divorciado,superior,no,157.0,si,no,celular,12,agosto,117.0,2,-1.0,0,desconocido,no
31,gerencia,soltero,superior,no,350.0,si,no,celular,12,agosto,359.0,2,-1.0,0,desconocido,no
34,independiente,casado,superior,no,0.0,no,no,celular,12,agosto,117.0,4,-1.0,0,desconocido,no
39,gerencia,casado,superior,no,1424.0,si,no,celular,12,agosto,254.0,2,-1.0,0,desconocido,no
50,gerencia,casado,superior,no,2296.0,no,no,celular,12,agosto,121.0,2,-1.0,0,desconocido,no
35,gerencia,casado,superior,no,1511.0,si,no,celular,12,agosto,226.0,4,-1.0,0,desconocido,no
60,,casado,secundaria,no,711.0,no,no,celular,12,agosto,355.0,4,-1.0,0,desconocido,no
36,tecnico,soltero,secundaria,si,12.0,no,no,celular,12,agosto,587.0,2,-1.0,0,desconocido,si
47,gerencia,casado,superior,no,434.0,no,no,celular,12,agosto,111.0,4,-1.0,0,desconocido,no
60,tecnico,casado,superior,no,131.0,no,no,celular,12,agosto,139.0,6,-1.0,0,desconocido,no
33,gerencia,casado,superior,no,1071.0,no,no,celular,12,agosto,83.0,4,-1.0,0,desconocido,no
59,jubilado,casado,desconocido,no,7586.0,no,no,celular,12,agosto,632.0,6,-1.0,0,desconocido,no
48,obrero,casado,secundaria,no,426.0,si,si,celular,12,agosto,186.0,2,-1.0,0,desconocido,no
30,gerencia,soltero,superior,no,222.0,si,no,celular,12,agosto,112.0,4,-1.0,0,desconocido,no
49,obrero,casado,primaria,no,1456.0,no,no,celular,12,agosto,225.0,4,-1.0,0,desconocido,no
58,obrero,casado,secundaria,no,842.0,no,no,celular,12,agosto,253.0,2,-1.0,0,desconocido,no
55,obrero,casado,secundaria,no,1011.0,si,no,celular,12,agosto,112.0,2,-1.0,0,desconocido,no
31,gerencia,casado,superior,no,1514.0,no,no,celular,12,agosto,284.0,2,-1.0,0,desconocido,no
54,gerencia,divorciado,superior,no,3473.0,si,no,celular,12,agosto,306.0,2,-1.0,0,desconocido,no
49,obrero,casado,primaria,no,128.0,no,no,celular,12,agosto,696.0,2,-1.0,0,desconocido,si
60,jubilado,casado,superior,no,1141.0,no,no,celular,12,agosto,66.0,4,-1.0,0,desconocido,no
31,gerencia,casado,superior,no,596.0,no,no,celular,12,agosto,192.0,4,-1.0,0,desconocido,no
34,gerencia,casado,superior,no,496.0,no,no,celular,12,agosto,105.0,6,-1.0,0,desconocido,no
45,,casado,secundaria,no,43.0,no,no,celular,12,agosto,114.0,4,-1.0,0,desconocido,no
43,gerencia,soltero,superior,no,1627.0,no,no,celular,12,agosto,105.0,4,-1.0,0,desconocido,no
30,gerencia,soltero,superior,no,67.0,no,no,celular,12,agosto,578.0,4,-1.0,0,desconocido,no
57,jubilado,casado,superior,no,0.0,no,no,celular,12,agosto,116.0,4,-1.0,0,desconocido,no
59,jubilado,casado,secundaria,no,566.0,no,no,celular,12,agosto,464.0,4,-1.0,0,desconocido,no
32,tecnico,soltero,superior,no,1325.0,no,no,celular,12,agosto,142.0,2,-1.0,0,desconocido,no
55,obrero,casado,secundaria,no,388.0,no,no,celular,12,agosto,187.0,2,-1.0,0,desconocido,no
49,gerencia,casado,superior,no,53.0,no,no,celular,12,agosto,134.0,6,-1.0,0,desconocido,no
36,tecnico,soltero,superior,no,1072.0,si,no,celular,12,agosto,338.0,2,-1.0,0,desconocido,no
52,servicios,casado,secundaria,no,1579.0,no,si,celular,12,agosto,158.0,2,-1.0,0,desconocido,no
49,obrero,casado,secundaria,no,553.0,no,no,celular,12,agosto,645.0,8,-1.0,0,desconocido,si
50,gerencia,casado,superior,no,258.0,no,no,celular,12,agosto,246.0,6,-1.0,0,desconocido,no
40,desempleado,divorciado,secundaria,no,1694.0,no,no,celular,12,agosto,473.0,6,-1.0,0,desconocido,si
41,gerencia,casado,superior,no,8553.0,si,no,celular,12,agosto,304.0,12,-1.0,0,desconocido,no
49,obrero,casado,primaria,no,408.0,no,no,celular,12,agosto,559.0,4,-1.0,0,desconocido,si
38,gerencia,casado,superior,no,1223.0,no,no,celular,12,agosto,1092.0,5,-1.0,0,desconocido,si
49,independiente,casado,superior,no,599.0,no,no,celular,12,agosto,174.0,1,-1.0,0,desconocido,no
31,gerencia,soltero,superior,no,1858.0,no,no,celular,12,agosto,453.0,3,-1.0,0,desconocido,si
48,gerencia,casado,secundaria,no,286.0,no,no,celular,12,agosto,127.0,1,-1.0,0,desconocido,no
54,obrero,casado,primaria,no,1173.0,no,no,telefono_fijo,12,agosto,128.0,8,-1.0,0,desconocido,no
31,tecnico,soltero,superior,no,208.0,no,no,celular,12,agosto,1344.0,7,-1.0,0,desconocido,si
31,gerencia,divorciado,superior,no,297.0,no,no,celular,12,agosto,127.0,1,-1.0,0,desconocido,no
46,gerencia,soltero,superior,no,2278.0,no,no,celular,12,agosto,218.0,5,-1.0,0,desconocido,no
34,gerencia,soltero,superior,no,3679.0,si,no,celular,12,agosto,178.0,1,-1.0,0,desconocido,no
34,gerencia,casado,superior,no,520.0,si,no,celular,12,agosto,1307.0,4,-1.0,0,desconocido,si
47,servicios,casado,secundaria,no,27.0,no,no,celular,12,agosto,153.0,4,-1.0,0,desconocido,no
39,gerencia,casado,superior,no,271.0,si,no,celular,12,agosto,1344.0,1,-1.0,0,desconocido,si
54,gerencia,casado,superior,no,153.0,no,no,celular,12,agosto,168.0,5,-1.0,0,desconocido,no
31,gerencia,soltero,superior,no,1289.0,si,no,celular,12,agosto,264.0,3,-1.0,0,desconocido,no
42,tecnico,casado,superior,no,250.0,no,si,celular,12,agosto,213.0,3,-1.0,0,desconocido,no
31,tecnico,soltero,superior,no,36.0,no,no,celular,12,agosto,111.0,3,-1.0,0,desconocido,no
33,gerencia,soltero,superior,no,87.0,no,no,celular,12,agosto,978.0,1,-1.0,0,desconocido,si
30,gerencia,soltero,superior,no,9634.0,no,no,celular,12,agosto,781.0,5,-1.0,0,desconocido,no
47,tecnico,casado,superior,no,545.0,si,no,celular,12,agosto,588.0,3,-1.0,0,desconocido,no
54,,casado,secundaria,no,4943.0,no,no,celular,12,agosto,145.0,11,-1.0,0,desconocido,no
54,obrero,casado,primaria,no,1659.0,no,no,celular,12,agosto,50.0,5,-1.0,0,desconocido,no
40,gerencia,casado,secundaria,no,4396.0,no,no,celular,12,agosto,432.0,3,-1.0,0,desconocido,si
31,gerencia,soltero,superior,no,391.0,si,no,celular,12,agosto,454.0,3,-1.0,0,desconocido,no
47,tecnico,casado,secundaria,no,568.0,si,no,celular,12,agosto,1613.0,1,-1.0,0,desconocido,si
32,tecnico,casado,secundaria,no,11431.0,no,no,celular,12,agosto,141.0,5,-1.0,0,desconocido,no
32,gerencia,casado,superior,no,2414.0,no,no,celular,12,agosto,439.0,4,-1.0,0,desconocido,no
59,jubilado,casado,secundaria,no,278.0,no,no,celular,12,agosto,141.0,3,-1.0,0,desconocido,no
58,,casado,desconocido,no,528.0,no,no,celular,12,agosto,136.0,3,-1.0,0,desconocido,no
33,gerencia,casado,superior,no,519.0,no,no,celular,12,agosto,260.0,3,-1.0,0,desconocido,no
47,obrero,casado,primaria,no,570.0,no,no,celular,12,agosto,864.0,3,-1.0,0,desconocido,no
48,obrero,casado,primaria,no,3020.0,no,no,celular,12,agosto,645.0,3,-1.0,0,desconocido,no
50,gerencia,casado,superior,no,1240.0,no,no,celular,12,agosto,474.0,2,-1.0,0,desconocido,no
45,gerencia,casado,secundaria,no,424.0,si,si,celular,12,agosto,216.0,5,-1.0,0,desconocido,no
60,jubilado,casado,secundaria,no,781.0,si,si,celular,12,agosto,128.0,5,-1.0,0,desconocido,no
32,gerencia,soltero,superior,no,1310.0,no,no,celular,12,agosto,418.0,3,-1.0,0,desconocido,no
42,tecnico,soltero,superior,no,166.0,no,no,celular,12,agosto,226.0,4,-1.0,0,desconocido,no
49,tecnico,divorciado,secundaria,no,-96.0,no,si,celular,12,agosto,252.0,3,-1.0,0,desconocido,no
30,gerencia,soltero,superior,no,317.0,no,no,celular,12,agosto,134.0,8,-1.0,0,desconocido,no
32,tecnico,soltero,superior,no,1732.0,no,no,celular,12,agosto,140.0,4,-1.0,0,desconocido,no
30,gerencia,soltero,superior,no,349.0,no,no,celular,12,agosto,180.0,3,-1.0,0,desconocido,no
47,gerencia,divorciado,superior,no,800.0,no,no,celular,12,agosto,483.0,5,-1.0,0,desconocido,no
48,servicios,casado,secundaria,no,1355.0,no,no,celular,12,agosto,409.0,7,-1.0,0,desconocido,no
51,,casado,secundaria,no,771.0,no,si,celular,12,agosto,143.0,3,-1.0,0,desconocido,no
54,tecnico,casado,secundaria,no,479.0,no,no,celular,12,agosto,222.0,3,-1.0,0,desconocido,no
37,tecnico,soltero,secundaria,no,3665.0,no,no,celular,12,agosto,664.0,3,-1.0,0,desconocido,si
54,gerencia,divorciado,superior,no,1037.0,no,no,celular,12,agosto,612.0,4,-1.0,0,desconocido,no
52,,casado,secundaria,no,692.0,si,no,celular,12,agosto,129.0,9,-1.0,0,desconocido,no
44,tecnico,soltero,secundaria,no,244.0,si,no,celular,12,agosto,1735.0,4,-1.0,0,desconocido,si
36,gerencia,casado,superior,no,0.0,no,no,celular,12,agosto,243.0,3,-1.0,0,desconocido,no
49,obrero,casado,secundaria,no,3779.0,si,no,celular,12,agosto,178.0,9,-1.0,0,desconocido,no
48,desempleado,casado,primaria,no,9622.0,no,no,celular,12,agosto,787.0,6,-1.0,0,desconocido,no
59,,casado,superior,no,349.0,no,no,celular,12,agosto,124.0,4,-1.0,0,desconocido,no
33,gerencia,casado,superior,no,621.0,no,no,celular,12,agosto,913.0,5,-1.0,0,desconocido,no
33,gerencia,casado,superior,no,1674.0,si,no,celular,12,agosto,284.0,7,-1.0,0,desconocido,no
36,tecnico,casado,secundaria,no,295.0,no,no,celular,12,agosto,129.0,6,-1.0,0,desconocido,no
48,servicios,casado,secundaria,no,260.0,no,no,celular,12,agosto,228.0,5,-1.0,0,desconocido,no
44,tecnico,casado,secundaria,no,267.0,no,si,celular,12,agosto,508.0,3,-1.0,0,desconocido,no
55,gerencia,casado,superior,no,568.0,no,no,celular,12,agosto,940.0,10,-1.0,0,desconocido,si
50,obrero,casado,primaria,no,106.0,no,no,celular,12,agosto,460.0,2,-1.0,0,desconocido,no
30,gerencia,soltero,superior,no,4210.0,no,no,celular,12,agosto,796.0,4,-1.0,0,desconocido,si
58,jubilado,casado,secundaria,no,2609.0,no,no,celular,12,agosto,136.0,5,-1.0,0,desconocido,no
32,gerencia,soltero,superior,no,3199.0,no,no,celular,12,agosto,58.0,3,-1.0,0,desconocido,no
56,,casado,desconocido,no,1167.0,no,no,celular,12,agosto,465.0,9,-1.0,0,desconocido,no
44,gerencia,casado,secundaria,no,781.0,si,no,celular,12,agosto,112.0,5,-1.0,0,desconocido,no
32,tecnico,casado,secundaria,no,3095.0,no,no,celular,12,agosto,204.0,10,-1.0,0,desconocido,no
33,gerencia,divorciado,superior,no,2695.0,si,no,celular,12,agosto,711.0,3,-1.0,0,desconocido,no
31,gerencia,soltero,superior,no,745.0,no,no,celular,12,agosto,121.0,4,-1.0,0,desconocido,no
51,desempleado,casado,secundaria,no,2254.0,no,no,celular,12,agosto,83.0,3,-1.0,0,desconocido,no
43,servicios,casado,secundaria,no,378.0,no,si,celular,12,agosto,321.0,4,-1.0,0,desconocido,no
41,gerencia,soltero,superior,no,416.0,si,no,celular,12,agosto,1476.0,2,-1.0,0,desconocido,no
34,gerencia,soltero,superior,no,966.0,si,no,celular,12,agosto,204.0,3,-1.0,0,desconocido,no
50,obrero,casado,desconocido,no,2065.0,no,no,celular,12,agosto,161.0,2,-1.0,0,desconocido,no
57,obrero,casado,primaria,no,0.0,no,no,celular,12,agosto,120.0,3,-1.0,0,desconocido,no
33,gerencia,casado,secundaria,no,-285.0,si,no,celular,12,agosto,507.0,3,-1.0,0,desconocido,no
49,tecnico,casado,secundaria,no,12531.0,no,no,celular,13,agosto,77.0,8,-1.0,0,desconocido,no
50,tecnico,casado,secundaria,no,1824.0,si,no,telefono_fijo,13,agosto,767.0,8,-1.0,0,desconocido,no
41,independiente,casado,primaria,no,204.0,no,no,celular,13,agosto,111.0,7,-1.0,0,desconocido,no
60,jubilado,casado,desconocido,no,878.0,no,no,celular,13,agosto,106.0,2,-1.0,0,desconocido,no
34,gerencia,casado,superior,no,1293.0,si,no,celular,13,agosto,168.0,2,-1.0,0,desconocido,no
45,emprendedor,casado,superior,no,2476.0,no,no,celular,13,agosto,239.0,2,-1.0,0,desconocido,no
55,empleada_hogar,casado,primaria,no,0.0,no,no,celular,13,agosto,139.0,2,-1.0,0,desconocido,no
33,tecnico,casado,secundaria,no,0.0,no,no,celular,13,agosto,78.0,2,-1.0,0,desconocido,no
45,empleada_hogar,casado,primaria,no,7353.0,no,no,celular,13,agosto,536.0,2,-1.0,0,desconocido,no
55,empleada_hogar,casado,primaria,no,1642.0,no,no,celular,13,agosto,295.0,2,-1.0,0,desconocido,no
52,empleada_hogar,casado,primaria,no,200.0,no,no,celular,13,agosto,224.0,2,-1.0,0,desconocido,no
52,tecnico,casado,secundaria,no,1076.0,si,no,celular,13,agosto,156.0,2,-1.0,0,desconocido,no
33,tecnico,soltero,secundaria,no,6325.0,no,no,celular,13,agosto,206.0,2,-1.0,0,desconocido,no
45,gerencia,divorciado,superior,no,2096.0,no,no,celular,13,agosto,317.0,2,-1.0,0,desconocido,no
52,obrero,casado,primaria,no,2488.0,no,no,celular,13,agosto,176.0,2,-1.0,0,desconocido,no
46,gerencia,casado,secundaria,no,3570.0,no,no,celular,13,agosto,69.0,2,-1.0,0,desconocido,no
37,independiente,casado,superior,no,137.0,no,no,celular,13,agosto,244.0,6,-1.0,0,desconocido,no
46,gerencia,casado,superior,no,3984.0,no,no,celular,13,agosto,77.0,2,-1.0,0,desconocido,no
52,tecnico,casado,secundaria,no,-384.0,si,no,celular,13,agosto,114.0,4,-1.0,0,desconocido,no
57,empleada_hogar,casado,primaria,no,0.0,no,no,celular,13,agosto,189.0,2,-1.0,0,desconocido,no
38,tecnico,soltero,secundaria,no,4723.0,si,no,celular,13,agosto,187.0,2,-1.0,0,desconocido,no
32,empleada_hogar,casado,primaria,no,163.0,no,no,celular,13,agosto,132.0,2,-1.0,0,desconocido,no
51,obrero,casado,primaria,no,1694.0,no,no,celular,13,agosto,186.0,2,-1.0,0,desconocido,no
31,tecnico,soltero,secundaria,no,391.0,no,no,celular,13,agosto,336.0,2,-1.0,0,desconocido,no
46,servicios,casado,secundaria,no,111.0,no,no,celular,13,agosto,78.0,2,-1.0,0,desconocido,no
31,gerencia,casado,superior,no,4720.0,si,no,celular,13,agosto,460.0,2,-1.0,0,desconocido,no
32,tecnico,casado,secundaria,no,-413.0,si,no,celular,13,agosto,100.0,2,-1.0,0,desconocido,no
35,gerencia,casado,superior,no,46.0,si,no,celular,13,agosto,96.0,2,-1.0,0,desconocido,no
52,obrero,casado,primaria,no,36.0,no,no,celular,13,agosto,109.0,2,-1.0,0,desconocido,no
40,tecnico,casado,secundaria,no,42.0,no,no,celular,13,agosto,1842.0,2,-1.0,0,desconocido,si
45,,casado,secundaria,si,-571.0,no,no,celular,13,agosto,332.0,2,-1.0,0,desconocido,no
60,obrero,casado,desconocido,no,3563.0,no,no,celular,13,agosto,159.0,2,-1.0,0,desconocido,no
54,empleada_hogar,casado,primaria,no,284.0,no,no,telefono_fijo,13,agosto,127.0,4,-1.0,0,desconocido,no
59,empleada_hogar,casado,primaria,no,235.0,no,no,celular,13,agosto,119.0,2,-1.0,0,desconocido,no
57,gerencia,divorciado,superior,no,160.0,no,no,celular,13,agosto,303.0,2,-1.0,0,desconocido,no
54,jubilado,casado,primaria,no,309.0,no,no,celular,13,agosto,969.0,2,-1.0,0,desconocido,si
52,gerencia,casado,secundaria,no,-892.0,si,no,celular,13,agosto,295.0,2,-1.0,0,desconocido,no
51,,casado,secundaria,no,21.0,no,si,celular,13,agosto,157.0,2,-1.0,0,desconocido,no
35,tecnico,casado,secundaria,no,-180.0,no,si,celular,13,agosto,823.0,2,-1.0,0,desconocido,si
51,,casado,secundaria,no,79.0,no,no,celular,13,agosto,89.0,2,-1.0,0,desconocido,no
31,emprendedor,soltero,superior,si,-405.0,si,si,celular,13,agosto,703.0,2,-1.0,0,desconocido,si
32,tecnico,soltero,superior,no,34646.0,no,no,telefono_fijo,13,agosto,618.0,9,-1.0,0,desconocido,si
41,empleada_hogar,casado,primaria,no,216.0,no,no,celular,13,agosto,152.0,2,-1.0,0,desconocido,no
32,gerencia,soltero,superior,no,297.0,no,no,celular,13,agosto,225.0,2,-1.0,0,desconocido,no
51,,divorciado,secundaria,no,14215.0,no,no,celular,13,agosto,131.0,2,-1.0,0,desconocido,no
49,tecnico,casado,secundaria,no,3392.0,no,no,celular,13,agosto,272.0,2,-1.0,0,desconocido,no
33,tecnico,casado,secundaria,no,390.0,no,no,celular,13,agosto,460.0,2,-1.0,0,desconocido,no
39,gerencia,casado,superior,no,28433.0,no,no,celular,13,agosto,247.0,2,-1.0,0,desconocido,no
45,gerencia,divorciado,superior,no,6542.0,si,no,celular,13,agosto,93.0,4,-1.0,0,desconocido,no
36,gerencia,divorciado,superior,no,59.0,no,no,celular,13,agosto,526.0,2,-1.0,0,desconocido,si
58,jubilado,casado,primaria,no,4158.0,no,no,celular,13,agosto,455.0,2,-1.0,0,desconocido,si
49,empleada_hogar,casado,primaria,no,640.0,no,no,telefono_fijo,13,agosto,214.0,4,-1.0,0,desconocido,no
38,tecnico,casado,superior,no,334.0,si,no,celular,13,agosto,139.0,2,-1.0,0,desconocido,no
38,tecnico,casado,superior,no,128.0,no,no,celular,13,agosto,183.0,5,-1.0,0,desconocido,no
57,obrero,casado,desconocido,no,2449.0,no,no,celular,13,agosto,142.0,2,-1.0,0,desconocido,no
45,gerencia,casado,superior,no,324.0,no,no,celular,13,agosto,258.0,4,-1.0,0,desconocido,no
51,gerencia,casado,desconocido,no,712.0,no,no,celular,13,agosto,287.0,2,-1.0,0,desconocido,no
50,gerencia,casado,superior,no,109.0,si,no,celular,13,agosto,185.0,2,-1.0,0,desconocido,no
31,gerencia,soltero,superior,no,170.0,si,si,celular,13,agosto,458.0,2,-1.0,0,desconocido,no
45,obrero,casado,primaria,no,6691.0,no,no,celular,13,agosto,211.0,2,-1.0,0,desconocido,no
54,tecnico,casado,secundaria,no,2225.0,no,si,celular,13,agosto,73.0,2,-1.0,0,desconocido,no
34,tecnico,soltero,secundaria,no,4367.0,no,no,celular,13,agosto,121.0,2,-1.0,0,desconocido,no
56,,casado,desconocido,no,681.0,no,no,celular,13,agosto,900.0,2,-1.0,0,desconocido,no
47,desempleado,casado,secundaria,no,432.0,no,no,celular,13,agosto,334.0,2,-1.0,0,desconocido,no
53,tecnico,casado,secundaria,no,230.0,no,si,celular,13,agosto,112.0,2,-1.0,0,desconocido,no
53,jubilado,casado,superior,no,7132.0,no,no,celular,13,agosto,88.0,2,-1.0,0,desconocido,no
55,obrero,casado,desconocido,no,23.0,no,no,celular,13,agosto,123.0,2,-1.0,0,desconocido,no
56,servicios,casado,secundaria,no,0.0,no,no,celular,13,agosto,112.0,4,-1.0,0,desconocido,no
48,tecnico,divorciado,secundaria,no,145.0,si,no,celular,13,agosto,106.0,5,-1.0,0,desconocido,no
33,gerencia,soltero,superior,no,2302.0,si,no,celular,13,agosto,115.0,2,-1.0,0,desconocido,no
35,gerencia,casado,superior,no,481.0,no,no,celular,13,agosto,73.0,2,-1.0,0,desconocido,no
56,,casado,desconocido,no,1784.0,no,no,celular,13,agosto,71.0,2,-1.0,0,desconocido,no
54,obrero,casado,secundaria,no,3002.0,no,no,celular,13,agosto,110.0,4,-1.0,0,desconocido,no
37,gerencia,casado,superior,no,4436.0,no,no,celular,13,agosto,846.0,5,-1.0,0,desconocido,si
58,jubilado,casado,superior,no,1669.0,no,no,celular,13,agosto,109.0,2,-1.0,0,desconocido,no
50,tecnico,casado,secundaria,no,1838.0,si,si,celular,13,agosto,221.0,8,-1.0,0,desconocido,no
49,tecnico,casado,secundaria,no,2765.0,no,no,celular,13,agosto,233.0,4,-1.0,0,desconocido,no
58,obrero,casado,secundaria,no,3148.0,no,si,celular,13,agosto,57.0,2,-1.0,0,desconocido,no
60,empleada_hogar,casado,desconocido,no,2769.0,no,no,celular,13,agosto,96.0,2,-1.0,0,desconocido,no
48,gerencia,casado,superior,no,5887.0,no,no,celular,13,agosto,227.0,2,-1.0,0,desconocido,no
33,gerencia,casado,superior,no,296.0,no,no,celular,13,agosto,142.0,4,-1.0,0,desconocido,no
59,gerencia,casado,superior,si,782.0,no,si,celular,13,agosto,127.0,2,-1.0,0,desconocido,no
32,gerencia,casado,superior,no,1337.0,no,no,celular,13,agosto,283.0,2,-1.0,0,desconocido,no
50,independiente,casado,secundaria,no,36.0,no,no,celular,13,agosto,104.0,10,-1.0,0,desconocido,no
52,gerencia,divorciado,superior,no,95.0,no,no,celular,13,agosto,91.0,2,-1.0,0,desconocido,no
47,obrero,casado,primaria,no,48.0,no,no,celular,13,agosto,170.0,2,-1.0,0,desconocido,no
58,tecnico,soltero,secundaria,no,382.0,no,no,celular,13,agosto,460.0,2,-1.0,0,desconocido,no
50,tecnico,divorciado,secundaria,no,0.0,no,no,celular,13,agosto,114.0,2,-1.0,0,desconocido,no
34,tecnico,soltero,superior,no,2658.0,si,no,celular,13,agosto,690.0,2,-1.0,0,desconocido,no
40,tecnico,casado,secundaria,no,372.0,si,no,celular,13,agosto,100.0,2,-1.0,0,desconocido,no
51,tecnico,casado,secundaria,no,52.0,no,no,celular,13,agosto,114.0,2,-1.0,0,desconocido,no
41,tecnico,divorciado,secundaria,no,1545.0,no,si,celular,13,agosto,183.0,2,-1.0,0,desconocido,no
34,tecnico,casado,superior,no,8463.0,no,no,celular,13,agosto,80.0,2,-1.0,0,desconocido,no
32,tecnico,soltero,secundaria,no,136.0,si,no,celular,13,agosto,144.0,2,-1.0,0,desconocido,no
38,gerencia,casado,superior,no,3452.0,no,no,celular,13,agosto,132.0,2,-1.0,0,desconocido,no
60,,casado,secundaria,no,1538.0,no,no,celular,13,agosto,352.0,2,-1.0,0,desconocido,no
49,obrero,casado,primaria,no,67.0,no,si,celular,13,agosto,269.0,4,-1.0,0,desconocido,no
34,tecnico,soltero,superior,no,2521.0,no,no,celular,13,agosto,73.0,2,-1.0,0,desconocido,no
55,tecnico,casado,secundaria,no,303.0,no,si,celular,13,agosto,261.0,2,-1.0,0,desconocido,no
40,tecnico,divorciado,secundaria,no,275.0,no,no,celular,13,agosto,409.0,4,-1.0,0,desconocido,no
49,obrero,casado,primaria,no,737.0,no,no,celular,13,agosto,100.0,2,-1.0,0,desconocido,no
51,gerencia,divorciado,superior,no,0.0,no,no,celular,13,agosto,60.0,2,-1.0,0,desconocido,no
31,gerencia,soltero,superior,no,363.0,no,no,celular,13,agosto,94.0,2,-1.0,0,desconocido,no
42,gerencia,casado,superior,no,0.0,no,no,celular,13,agosto,325.0,2,-1.0,0,desconocido,no
51,desconocido,casado,secundaria,no,0.0,no,no,celular,13,agosto,88.0,2,-1.0,0,desconocido,no
33,tecnico,casado,secundaria,no,763.0,no,no,celular,13,agosto,182.0,8,-1.0,0,desconocido,no
55,jubilado,casado,primaria,no,0.0,si,si,celular,13,agosto,201.0,2,-1.0,0,desconocido,no
42,tecnico,casado,superior,no,849.0,no,no,celular,13,agosto,403.0,2,-1.0,0,desconocido,no
36,gerencia,soltero,secundaria,no,0.0,no,no,celular,13,agosto,333.0,5,-1.0,0,desconocido,no
37,tecnico,soltero,secundaria,no,-242.0,si,no,celular,13,agosto,1149.0,6,-1.0,0,desconocido,si
39,gerencia,casado,superior,no,-974.0,no,si,celular,13,agosto,130.0,4,-1.0,0,desconocido,no
35,tecnico,soltero,superior,no,2453.0,si,no,celular,13,agosto,119.0,2,-1.0,0,desconocido,no
